,artist,biography,listeners,playcount
780,Quimi Portet,"Quimi Portet (L'Univers, 1957 or always) is a Balearic International Aster. Although it is claimed that this two-legged and millionaire artist was born in Vic, the truth is that he can born wherever he wants to.  Read more on Last.fm",12367,177085
781,Rod Stewart,"Sir Roderick David Stewart (born 10 January 1945) is a British rock and pop singer and songwriter. Born and raised in London, he is of Scottish and English ancestry. With his distinctive raspy singing voice, Stewart is among the best-selling music artists of all time, having sold over 250 million records worldwide. He has had 10 number-one albums and 31 top ten singles in the UK, six of which reached number one. Stewart has had 16 top ten singles in the US, with four reaching number one on the Billboard Hot 100. Read more on Last.fm",1987152,27702048
782,Lianne La Havas,"Lianne Charlotte Barnes a.k.a. Lianne La Havas (born August 23, 1989, in London, England) is an English folk, soul, singer-songwriter and multi-instrumentalist. 

La Havas was born in London, England to a Greek father and Jamaican mother. She was raised in Tooting and Streatham, spending the majority of her time with her grandparents, following her parents' separation as a child. La Havas' cites her parents' diverse musical tastes as having the biggest influence on her music. Read more on Last.fm",689065,15443842
783,Don Ricardo,Read more on Last.fm,2456,7746
784,Veljo Tormis,"Veljo Tormis (7 August 1930 – 21 January 2017) was an Estonian composer, regarded as one of the greatest choral composers and one of the most important composers of the 20th century in Estonia. He is internationally famous for his extensive body of choral music, which exceeds 500 individual choral songs, most of it a cappella. The great majority of these pieces are based on traditional ancient Estonian folksongs (regilaulud), either textually, melodically, or merely stylistically. Read more on Last.fm",10591,114787
785,Parker McCollum,"Never Enough, Parker McCollum’s second major-label release, is a statement album. If its predecessor, Gold Chain Cowboy, announced Parker’s arrival in the country music mainstream, Never Enough (MCA Nashville) says that, damn right, he’s here to stay.

Like Gold Chain Cowboy, it pairs Parker with producer Jon Randall (Miranda Lambert, Dierks Bentley), a fellow Texan who understands exactly what fuels Parker’s artistry: authenticity, vulnerability, and a little bit of defiance. Read more on Last.fm",122511,3777926
786,Laura Branigan,"Laura Ann Branigan (born	July 3, 1952, Mount Kisco, New York; died August 26, 2004 (aged 52), East Quogue, New York) was a singer, songwriter and actress best known for the hits ""Gloria"" and ""Self Control"". She grew up in Armonk, Westchester County, New York, USA. It wasn't until her senior year at Byram Hills High School, (1966-70) where she performed the lead role in a school musical,(Pajama Game), that she began to consider a career in entertainment. Read more on Last.fm",827855,7176316
787,Faye Adams,"As Faye Scruggs (her married name), she became a regular performer in New York nightclubs in the late 1940s and early 1950s. While performing in Atlanta, Georgia, she was discovered by singer Ruth Brown, who won her an audition with bandleader Joe Morris of Atlantic Records. Changing her name to Faye Adams, Morris recruited her as a singer in 1952, and signed her to Herald Records. Her first release was Morris's song ""Shake a Hand"", which topped the U.S. R&B chart for ten weeks in 1953 and made number 22 on the U.S. pop chart. Read more on Last.fm",15414,45376
788,Cecilia Toussaint,"Cecilia Toussaint (México, D.F.; 15 October 1958), singer, dancer and actress. She's one of the representative figures of rock in México. She began her musical career in 1977 with the group La nopalera until 1979.

Two years later she a part of the group Rehilete Mexican-themed marked on a project with Betsy Peccanins and singing songs of Fito Paez, Jaime Lopez, Joan Manuel Serrat, Silvio Rodriguez, Alejandro Lerner, Rosario Castellanos and Edward Langagne. Read more on Last.fm",11003,120879
789,Lee Andrews,"Lee Andrews (born Arthur Lee Andrews Thompson, Goldsboro, North Carolina, June 2, 1936 - March 16, 2016) was the lead singer of the 1950s doo-wop group Lee Andrews & the Hearts. He had some solo releases in the 1960's.

Andrews formed the doo-wop group Lee Andrews & the Hearts in Philadelphia, Pennsylvania, in 1953. Four years later, their hits started coming: Chess Records picked up their first hits, “Long Lonely Nights” and “Teardrops” in 1957. Read more on Last.fm",5497,20992
790,Barricada,"Barricada is a hard rock band from Pamplona / Iruña (Navarra, Spain) formed in 1982

Originaly formed by Enrique Villareal ""El Drogas"" (bassist and vocalist), José (Drums), Sergio Osés (second guitar), all three coming from the band Kafarnaún, and Javier Hernandez ""Boni"" (guitarist and vocalist).

They gave their first concert in April 1982 in the Txantrea square, an even that's remembered because they played without any scenery and directly surrounded by people. Read more on Last.fm",75406,1640980
791,Eubie Blake,"James Hubert Blake (February 7, 1887 – February 12, 1983), better known as Eubie Blake, was an American composer, lyricist, and pianist of ragtime, jazz, and popular music. In 1921, Blake and long-time collaborator Noble Sissle wrote the Broadway musical Shuffle Along, one of the first Broadway musicals to be written and directed by African Americans. Blake's compositions included such hits as, ""Bandana Days"", ""Charleston Rag"", ""Love Will Find A Way"", ""Memories of You"" and ""I'm Just Wild About Harry"". Read more on Last.fm",12565,55103
792,我是土豆,Read more on Last.fm,3814,36356
793,Java Jazz Cafe,Read more on Last.fm,7781,42622
794,Samar Singh,Read more on Last.fm,1006,5301
795,Musiq Soulchild,"Musiq Soulchild (born Taalib Johnson on September 16, 1977 in Philadelphia, Pennsylvania), is an American, neo soul and R&B artist, and was one of the most popular artists on the Def Jam/Def Soul label. Since 2001, he has gone by simply “Musiq”, he dropped the “Soulchild” from his moniker, because he said he had not mastered his craft yet, and thus was not yet “music’s soulchild”. Besides being a successful recording artist, Musiq is notable for his disregard for normal rules of capitalisation Read more on Last.fm",193756,2745792
796,Jan Ptaszyn Wróblewski,"Jan Ptaszyn Wróblewski (born 1936 in Kalisz) is a Polish composer and tenor saxophonist most linked to jazz.

Wróblewski cames from the generation that, in the Stalinist era, discovered jazz on clandestine radios when it was considered degenerate, immoral, and subversive. Wroblewski debuted at the first Sopot Jazz Festival in 1956 with Krzysztof Komeda's Sextet. Wroblewski was quickly spotted by George Wein, founder of the Newport Jazz Festival Read more on Last.fm",6576,68655
797,Jimmy Witherspoon,"Jimmy Witherspoon (August 8, 1920 - September 18, 1997) was an American blues singer. 

James John (Jimmy) Witherspoon, also known by the nickname “Spoon”, was a versatile ""blues shouter"" who achieved commercial success and critical acclaim in the genres of blues, jazz, and rhythm and blues. His 1947 recording “Ain’t Nobody’s Business” was a hit in 1949 and became his signature song.

His date of birth is usually given as August 8, 1923 Read more on Last.fm",98243,475491
798,Vance Joy,"Vance Joy (born James Keogh in Melbourne) is an Australian singer-songwriter. His debut EP God Loves You When You're Dancing was released in March 2013. The single ""Riptide"" became a success on Australian commercial radio and was certified Platinum by the Australian Record Industry Association (ARIA). It was followed up by Dream Your Life Away, his first full-length album, in 2014, featuring the 2 singles from ""God Loves You When Your Dancing"" alongside many new songs Read more on Last.fm",2150668,43075475
799,Titu Remix,Read more on Last.fm,45,271
800,Miquel Abras,Read more on Last.fm,4499,41272
801,The Corrs,"The Corrs are an Irish band consisting of siblings Andrea (lead vocals, tin whistle, mandolin, ukulele), Sharon (violin, keyboards, vocals), Caroline (drums, percussion, piano, bodhrán, vocals), and Jim (guitar, piano, keyboards, vocals). Their music blends pop rock with traditional Irish influences. The group originates from Dundalk, County Louth, Ireland.

The Corrs have released seven studio albums and numerous singles that have achieved Platinum status in several countries. Read more on Last.fm",1032509,18643930
802,Bugseed,"Tokyo born beatmaker, living now in Okinawa, Japan. Making authentic hip-hop tracks full of inspired by 90's boom bap and abstract underground hip-hop sounds. Started to making beats since around 2008 from back into late teenage after passed Skateboarding experience.


Bandcamp | SoundCloud | Spotify | YouTube | Instagram / Old Instagram |   Twitter Read more on Last.fm",143663,1355276
803,Cosmo Grão,Read more on Last.fm,449,5125
804,Avi Toledano,"Born in Meknes in Morocco April 4, 1948, Avi Toledano is known to European audiences for his involvement with the Eurovision Song Contest. In 1982 he represented Israel in Harrogate, UK with the uptempo revivalist number Hora. He finished in second place, although a considerable distance behind the German winner, Nicole.

In 1983 Toledano composed the song that represented Israel in the Eurovision Song Contest held in Munich, Chai (Alive). Performed by Ofra Haza, it scored second place. Read more on Last.fm",2591,16660
805,Aseema Panda,Read more on Last.fm,199,1172
806,Andrae Crouch,"Andrae Edward Crouch (b.1942 -) is a gospel musician and producer who has been in the music industry since the 1960s. Many artists have been influenced by his music and have actually sung these religious songs despite not being gospel singers. He even collaborated with Elvis Presley on a few gospel projects. Other artists he has worked with are Michael Jackson, Quincy Jones and Madonna and a host of others. 

Andrae has released over 20 albums since 1974. Read more on Last.fm",8264,63535
807,Frankie Valli,"Frankie Valli (born 3 May 1934 in the Italian First Ward of Newark, New Jersey, USA as Francis Stephen Castelluccio) is best known as the lead singer of The Four Seasons. The band was one of the biggest music acts of the 1960s. During his tenure with the group Valli released several albums as a solo artist. His best known solo single is 1967's ""Can't Take My Eyes Off You."" He also enjoyed a string of hit singles during the disco era, including ""My Eyes Adored You"" (U. Read more on Last.fm",1266355,10694425
