,artist,biography,listeners,playcount
406,Betty Booom,"Betty Booom comes from Cape Town in South Africa and loves electronic but also handmade music. She started playing in bars and clubs 10 years ago and has played at several festivals in her country. As a DJ, she has a penchant for combining techno and house with old music elements and integrating them into her sets.

In her childhood she had piano lessons for years and her whole family consists of musicians who play all instruments. Her father's passion for collecting vinyl and the genres of jazz, swing, soul and disco shaped her taste in music. Read more on Last.fm",27303,177015
407,The French Note,Read more on Last.fm,14212,64867
408,Yadava,Read more on Last.fm,7677,35904
409,Roger Strauss,Read more on Last.fm,22074,116441
410,Rain City Drive,"Rain City Drive are an American rock/post-hardcore band from Sacramento, California, United States, formed in 2014 under the name Slaves.

They released three studio albums, ""Through Art We Are All Equals"" on June 24, 2014, ""Routine Breathing"" on August 21, 2015 and ""Beautiful Death"" on February 16, 2018 with founding member and original lead vocalist Jonny Craig.

On January 24, 2019, the band announced that Jonny Craig was removed from the band citing his addictions. Read more on Last.fm",142111,5451439
411,Drake,"Aubrey ""Drake"" Graham (born October 24, 1986) is an Canadian rapper, singer, songwriter, record producer, actor, and businessman. Drake was an actor on the teen drama television series Degrassi: The Next Generation in the early 2000s. Intent on pursuing a career in music, he left the series in 2007 after releasing his debut mixtape, Room for Improvement. He released two further independent projects, Comeback Season and So Far Gone, before signing to Lil Wayne's Young Money Entertainment in June 2009. Read more on Last.fm",6364005,992366791
412,Che Ecru,"Che Ecru, a singer and producer, has created multiple projects of soulful, self-crafted contemporary R&B. 

Hailing from Boston, he delved into music full-time after leaving college in 2015, sharing early songs like ""2 AM"" and ""Bebe"" online to garner attention. His debut album, ""Buries,"" dropped in 2017. Notably, in 2019, he earned a co-writing credit on Chris Brown and Drake's hit ""No Guidance,"" which sampled Ecru's 2018 single ""Before I Die."" The year 2020 saw the release of three of his projects: ""Still Single,"" ""Prejection,"" and ""Til Death. Read more on Last.fm",216307,4886994
413,Diplo,"Thomas Wesley Pentz (born November 10, 1978), better known by his stage name Diplo, is a Philadelphia-based American DJ, producer, and songwriter. Together with DJ Low Budget, he runs Hollertronix, a club and music collective. He also founded and manages record company Mad Decent, as well as the not for profit organization Heaps Decent. Among other jobs, Pentz has worked as a school teacher in Philadelphia.

During his rise to notability, Diplo worked with British musician M. Read more on Last.fm",1867408,31592054
414,Lady Gaga,"Stefani Joanne Angelina Germanotta, known professionally as Lady Gaga, (born March 28, 1986 in New York, NY) is an American singer, songwriter and actress. She is known for her image reinventions and musical versatility. Gaga began performing as a teenager, singing at open mic nights and acting in school plays. She studied at Collaborative Arts Project 21, through the New York University Tisch School of the Arts, before dropping out to pursue a career in music. Read more on Last.fm",7287368,919029554
415,Ryo Fukui,"Ryo Fukui (福居良) was a Japanese jazz pianist. He was born in 1948 in Biratori, Hokkaido. He released his debut album Scenery in 1976 and was based in Sapporo, where he played regularly at the Slowboat jazz club. Ryo Fukui died on March 15, 2016. Read more on Last.fm",263463,4605391
416,Keanu Bicol,Read more on Last.fm,115587,2149404
417,Old Mervs,"Old Mervs are an Australian independent rock group, consisting of David House and Henry Carrington-Jones. The duo have known each other since they were five years of age. They started performing together in 2017 and agreed to the name Old Mervs in 2018. Their name refers to the friends' childhood pet dog named Mervin. Read more on Last.fm",44613,939087
418,Radiohead,"Radiohead is an English alternative rock band formed in Abingdon, Oxfordshire, in 1985. The band consists of Thom Yorke (vocals, guitar, piano, keyboards); brothers Jonny Greenwood (lead guitar, keyboards, other instruments) and Colin Greenwood (bass); Ed O'Brien (or EOB) (guitar, backing vocals); and Philip Selway (drums, percussion). They have worked with the producer Nigel Godrich and the cover artist Stanley Donwood since 1994. Radiohead's experimental approach is credited with advancing the sound of alternative rock. Read more on Last.fm",7762297,1218912928
419,Joel Corry,"Joel Corry is a British DJ, producer, and TV personality who has gained significant recognition in the UK dance music scene. His career began to take shape in 2019 with the release of his single ""Sorry"", featuring Hayley May. The track reached number six on the UK Singles Chart, marking the start of his mainstream success.

In 2020, Corry's popularity grew with the release of ""Lonely"" (featuring Harleighblu), which topped the UK Dance Chart, and the chart-topping hit ""Head & Heart"" (featuring MNEK) Read more on Last.fm",813971,11316340
420,Lee Brice,"When Curb Records recording artist, Lee Brice, isn't selling out arenas, writing and recording songs, or building new brands like American Born whiskey, you'll find the family man with his wife Sara, two young boys, and daughter. Meanwhile, with over 3 billion on-demand streams, and over 3.6 billion spins on Pandora, Brice continues to enjoy massive success at country radio, digital streaming services, and on the road. He recently reached #1 at Country Radio with “Memory I Don’t Mess With Read more on Last.fm",493826,6667096
421,Lady Blackbird,"Whilst reflecting influences as varied as Billie Holiday, Gladys Knight, Tina Turner and Chaka Khan, Los Angeles-based Lady Blackbird (aka Marley Munroe) possesses a style and emotional intensity that is very much her own. Her debut album Black Acid Soul presents a wholly fresh take on the jazz vocal idiom from an artist blessed with a bold, unmistakeable voice. Read more on Last.fm",46666,395206
422,Arlo Parks,"Anaïs Oluwatoyin Estelle Marinho (born 9 August 2000), known professionally as Arlo Parks, is a British singer-songwriter and poet from West London. Parks chose her stage name as a distinctive personal pseudonym. Her music blends touches of indie pop, R&B, folk and bedroom pop and she has named Sylvia Plath, Radiohead and Joni Mitchell as some of her influences.

In 2018, she began uploading demos to BBC Music Introducing. This caught the attention Read more on Last.fm",691885,14916372
423,Parov Stelar,"During the '90s, Marcus Füreder DJ'd in nightclubs, which led to production and label operation. Under the name Plasma, he released the 2001 album Shadow Kingdom on his Bushido label. A few years later, the Austrian first used the new and more lasting alias Parov Stelar, the name credited with an impressive quantity of recordings released during the 2000s and 2010s, primarily on his Etage Noir label. His ""electro swing"" sound, enhanced with clever sampling Read more on Last.fm",1154958,48583345
424,Palaye Royale,"Palaye Royale is an American band from Las Vegas, formed in 2008 by Remington Leith, Sebastian Danzig, and Emerson Barrett, whom are all brothers. The brothers' surname was Kropp. Each one's stage name is their first name and their middle name. They formed under the name Kropp Circle in 2008 and changed their name to Palaye Royale in 2011, named after the dance hall (Palais Royale) that their grandparents met at. 

Style:
Fashion-art rock, rock and roll, glam rock, indie rock and garage rock. Read more on Last.fm",468145,25620757
425,Dirty Loops,"Formed in 2009, Dirty Loops is a band from Stockholm, Sweden that covers famous pop hits like Lady Gaga's ""Just Dance"" or Britney Spears' ""Circus"" in their very own way, using mainly jazz and funky approaches - but not exclusively of course. Jonah Nilsson (vocals, keyboards), Henrik Linder (bass) and Aron Mellergårdh (drums) are quite young but well experienced in what they're doing.

Their first original album, Loopified, was released in Japan in April 2014, with subsequent release in Europe and America shortly after. Read more on Last.fm",53745,1251148
426,Vistas,"There is more than one act named Vistas.

1. Vistas is an Edinburgh based rock band. Formed in January 2016, they quickly gained momentum in their hometown. Their first single, ""Sign Language"" was released in the summer, and was quickly followed by the EP, ""Medicine"". September saw their first gig outside of Scotland in Sheffield.

2017 saw the band take off, picking up traction thanks to singles such as ""Hold Me"" and ""Retrospect"" being featured heavily on Spotify's: The Indie List, and Hot New Bands, thanks to their upbeat, catchy riffs. Read more on Last.fm",195498,2736085
427,Boozoo Bajou,"Boozoo Bajou is a musical duo from Germany. They are noted for their distinct blend of Cajun sounds with island rhythms. 2014 saw the release of their latest album, 4. The Nuremberg natives behind the music are Peter Heider and Florian Seyberth. Boozoo Bajou's first album, Satta, was released in 2001. The list of Boozoo Bajou remixes for other artists include Common, Tosca, Trüby Trio, and Tony Joe White.

Summer 2001: On the Nuremberg based Downbeat/Lounge/Nu Read more on Last.fm",563108,7118853
